"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Revision Level","Tracks-Expiration Date","Tracks-Serial Number","CF-Custom1","CF-Custom2","CF-Custom3","CF-Custom4"
"xAC-00026","TCD44 V1.0 // TCD44 V1.0 RED Display Board",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00035","TCD24 Red V1.0 // TCD24 Red Display V1.0",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00039","TCD-46DR V1.1 // 4 inch Red Display Digit Board V1.1",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00041","TCD-46DA V1.1 // 4 inch Amber Display Digit Board V1.1",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00043","TCD-46DG V1.1 // 4 inch Green Display Digit Board V1.1",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00044","TCD-101R // 0.6 inch Red Display 6 Digit PCBA",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00045","TCD-101A // 0.6 inch Amber Display 6 Digit PCBA",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00046","TCD-101G // 0.6 inch Green Display 6 Digit PCBA",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00052","NTDDAU // NTD Interface Daughterboard",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00050","TCD-100A // TCD-100A PCBA",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00054","ALD118 Display // ALD118 Display Board for rack mount case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00053","NTDDRV 1.1 // NTD Display Driver Main Board",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00059","TCR500PCI V1.1B  // Time code reader card, PCI bus",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // TCR500PCI",,,
"xAC-00055","ALD118 I/O Board // ALD118 I/O Board for rack mount case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00062","TCD26D Red Display V1.1 // TCD26D Red Display V1.1",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00061","NTP100-OSC V1.2 // NTP100-OSC  Assembled board V1.2",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00063","TCD26D Amber Display V1.1 // TCD26D Amber Display V1.1",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00068","TCO100 V1.2 // TCO100 V1.2 - NO HS OPTION",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00066","GPS200A REV B V1.1 // GPS200A  Revision B V1.1",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00074","TCR500 ISA V1.3 // TCR500 ISA V1.3",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00079","TCD86C V1.0 // TCD86 colon board V1.0",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00102","TCO/GPS Interconnect // TCO/GPS Interconnect cable",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"EC-00085","TCR1000 V1.0 BOARD // TCR1000 V1.0 Assembled Board",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00112","TCC100S-BRG // TCC100S 87C52 based Time Code to Serial Conve",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00105","TCDDRV Partial // TCDDRV V2.1 assembled without Color Set Re",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AC-00113","TCA100 // TCA100 PCB Assembly",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00114","TCD200 // TCD200 PCBA with no display",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AC-00120","so-8 to dip V1.0 // so-8 to dip V1.0","Makes IF-00023 a drop in replacement for IF-00017.","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0 // 0",,,
"xAC-00119","NTD 26 red driver bd // NTD 26 red driver bd sub assembly",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAC-00118","TCD46/NTD46 single display board RED",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AD-00005","RCM2100 // Rabbit Core Ethernet Module (ROHS)",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Rabbit Semi // RCM2110",,,
"AD-00004","GPS Module // Garmin GPS 25-LVC - MCX / JST 12 pos.","This is the ""old"" GPS model for the GPS200.  It is being kept in stock for RMA and repair purposes.","ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Garmin // 010-00124-00",,,
"AD-00008","GPS Module // Trimble GPS Receiver",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Trimble Navigation // Lassen S",,,
"AD-00007","GPS Module // Garmin GPS15xL-F Embedded GPS Module",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Garmin // 010-00240-32",,,
"AE-00005","TCD46 Case V1.2 // TCD46 black wrinkle","Alt. Design Rev. 2","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00010","NTD86 Case // NTD86 black wrinkle case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00011","TCD26 Case // TCD26 white case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00012","TCD46 Case // TCD46 white case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00013","NTD26 Case // NTD26 white case","V1.2 of NTD26 case drawing","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00006","TCD26 Case // TCD26 black mini case (Masterclock Logo)",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00007","TCD86 Case // TCD86 black case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00008","NTD26 Case // NTD26 black case","V1.2 of NTD26 case drawing","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00009","NTD46 Case // NTD46 black case",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00018","TCD24 // TCD24 black case",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // TCD24",,,
"AE-00019","NTD24 Case - Black mini-tex Rev 0",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00020","NTD44 // NTD44 Case black",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00021","NTD24 Case//white",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal Products, Inc.",,,
"AE-00014","NTD46 Case // NTD46 white case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00015","ND-2 Case // ND-2 Symmetricom case black wrinkle",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00016","ND-4 Case // ND-4 Symmetricom case black wrinkle",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"AE-00017","TCD44 // TCD44 black case",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // TCD44",,,
"AF-00005","TCD100 front // TCD100 Amber front panel assembly",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AF-00003","TCD100 front // TCD100 Red front panel assembly",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00003","HDS100-C1 // Null Modem Communications Cable",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00001","AIC-4 // DB-25M-DB-25M, 4 Pair Audio Cable, 3 Ft.",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AO-00002","Analog Clock // 220V Synchronous analog sweep hand clock",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","American Time and Signal // B5",,,
"AO-00003","Analog clock movement // Stepper motor with analog clock mov",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Hansen Corporation // 139-3-29",,,
"xAP-00010","TCD26 Amber // TCD26 Amber Clock",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00009","TCD26 Red // TCD26 Red Clock",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00005","HDS100-C3 // DB-25M-Dual DB-25M TI-20 Control Cable",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00015","TCD86 Red // TCD86 Red Clock",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00014","TCD46 Green // TCD46 Green Clock",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00013","TCD46 Amber // TCD46 Amber Clock",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00012","TCD46 Red // TCD46 Red Clock",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00026","GPSPCI ","GPSPCI GPS time synch card PCI bus","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00025","GPS200A","Rev B standalone time code generator","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00024","NTD86AC-Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00023","NTD46-DC Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00020","NTD26 Green // NTD26 Green Clock",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00037","TCI500 // TCI500 Time Code Interface All Time Codes",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00036","TCI232 // TCI232 Time Code Interface SMPTE",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00039","TCO100 // TCO100 Time Code Oscillator Non-HS",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00038","TCINENA // TCINENA Time Code Interface NENA specification",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00041","TCR500PCI // TCR500PCI Time Code Reader PCI bus",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00040","TCO100-HS // TCO100-HS Time Code Oscillator High stability o",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00043","TCR1000PCI Full Profile // TCR1000 Full Height Universal PCI",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00042","TCR500ISA // TCR500ISA Time Code Reader ISA bus",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00028","MCRPCI","MCRPCI Masterclock Reference time synch card PCI b","ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00031","TCA100","Time Code Amplifier","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00140","NTP100-GPS - obsolete","NTP100-GPS GPS referenced NTP server set top b","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00033","TCC500","Time Code Converter parallel output","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00032","TCC100S","Time Code Converter Parallel output","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00035","TCD200R // Time Code Display 0.6",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00034","TCD100A Red","Red LEDTime Code Display 0.6","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00085","CC232FF-10 // 10 Foot DB9 to DB9 Cable",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00086","CCRJ12-7 // 7 Foot RJ12 TO RJ12 Cable",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","B&B Electronics // 6C7F",,,
"AP-00088","CA232 // DB-9F TO RJ12F Adapater",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00089","CA232NM Adapter // DB-9F TO RJ12F Adapter",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00090","CC1 // 1 Foot Time Code Cable - BNC Male Termination",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00091","BNC Pigtails // Male BNC with 6",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","L-Com // BC25",,,
"AP-00092","CC10 // 10 Foot Time Code Cable - BNC Male Termination",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Jin Ruh // JR 9001/58U",,,
"AP-00093","CC25 // 25 Foot Time Code Cable - BNC Male Termination",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Jin Ruh // JR 9001/58U",,,
"AP-00044","TCS100 // TCS100 Time Code Switcher",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00046","TCD44 Red // Red LED Time Code Display 4",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00049","TCD24 Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00080","Antenna Mount // GPS 12"" Antenna Pipe mount kit ",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00081","BNC15 // BNC to DB-15 Time Code Adapter",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00082","BNC9 // BNC to DB-9 Time Code Adapter",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00084","CC232FF-6 // 6 Foot DB9 TO DB9 Cable",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00112","BR86 // Mounting bracket kit for TCD86/NTD86",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"HB-00004","BR46 // Mounting Bracket kit for TCD46/NTD46",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","CR Metal // 0",,,
"xAP-00109","TCD26-14 Auz/NZ p",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00103","RCC25 // 25 Foot extension for RC100",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00096","CC150 // 150 Foot Time Code Cable - BNC Male Termination",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00095","CC100 // 100 Foot Time Code Cable - BNC Male Termination",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Jin Ruh // JR 9001/58U",,,
"AP-00094","CC50 // 50 Foot Time Code Cable - BNC Male Termination",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Jin Ruh // JR 9001/58U",,,
"xAP-00108","TCD26-14 Euro plug",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00107","TCD26-14 UK plug",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00106","TCD26-14 US plug",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00104","RCC50 // 50 Foot extension for RC100",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00132","TCD200G // Green LED Time Code Display 0.6","Green LED Time Code Display 0.6","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00133","TCD200A  Amber","Amber LED Time Code Display 0.6","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00130","TCD100A Grn","Green LED Time Code Display 0.6","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00131","TCD100A  Amber","Amber LED Time Code Display 0.6","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00157","BNC-F pigtail // BNC Female / 6",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","L-Com // BC55",,,
"xAP-00161","NTD26 POE - Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00154","NTD46-AC Red Wht",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00153","NTD26-POE Red Wht",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00156","NTP100-TC SPAWAR- obsolete","Time code reference NTP server","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00155","NTP100-TC - obsolete","Time Code referenced NTP server","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00138","ALD118 // ALD118 Alpha Numeric Display",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00151","ALD216 // ALD216 Alpha Numeric Display","BetaBright display full matrix, tri color","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Adaptive Technology // 0","BetaBright Display",,
"xAP-00134","TCC100P","Time Code Converter Parallel output","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"AP-00137","PSU45 // 3 channel 28v DC rackmount power supply",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00136","TCG100 ISA // TCG100 ISA Time Code Generator",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"xAP-00176","NTD44 POE - Red",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00177","NTD44 POE - Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"AP-00170","NTD24 POE - Red","Uses external NTP source for accurate legally tracable time.  3 dispay colors red - green - amber.  Black cases (off-white on special orders).  Display time in 12 or 24 hr format.  Internal clock to maintain time with loss of NTP/ethernet.  Time display - hh:mm.  Power over ethernet option.  Multiple brightness levels.  All international time zones.  All automatic daylight saving time.  Wireless network available.  Drives and controls (ALD118 & ALD216).   PM indicator.  Wall or table mount.  Optional flush mount bezel FM24N.  ","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"AP-00171","NTD24-POE  Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"AP-00172","NTD24-POE Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00173","NTD24-DC Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00166","NTD26 AC - Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00167","NTD26 DC - Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00168","NTD26 DC - Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00169","NTD26 DC - Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00162","NTD26 POE - Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00163","NTD26 POE - Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00164","NTD26 AC - Red","Uses external NTP source for accurate legally tracable time.  4 display colors red - green - amber - blue.  White or Black cases.  Display time in 12 or 24 hr format.  Display date in mm:dd:yy or dd:mm:yy.  Multiple brightness levels.  All international time zones.  All automatic daylight saving time.  Wireless network available.  Drives and controls alpha message displays (ALD118 & ALD216).  Rackmountable in RM4 or standalone. 






","ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00165","NTD26 AC - Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00190","NTD46 DC - Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00189","NTD46 DC - Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00188","NTD46 DC - Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00187","NTD46-AC Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00186","NTD46-AC Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00185","NTD46 AC - Red",,"ea",,"Inventory","true","B","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00184","NTD46 POE - Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00183","NTD46 POE - Amber",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00182","NTD46 POE - Red",,"ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00179","NTD44-DC Red",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"xAP-00178","NTD44 POE - Green",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","0",,,
"BA-00021","Custom // 2x4 0.735"" tall 0.100"" elevated socket",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Samtec // ESW-104-44-S-D",,,
"BA-00022","Custom // 2x4 0.535"" tall 0.100"" elevated socket",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Samtec // ESW-104-23-S-D",,,
"BA-00019","Cut XA-10094 // 10x1 0.260",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
"BA-00020","Custom // 2 x 20 2mm pth Header Socket","Newark Part # is ROHS Compliant.","ea",,"Inventory","true","A","0","lbs","0","0","0","ft",,,,"false","false","false","false","3M // 150240-6002-RB",,,
"BA-00017","Custom // 5x1 0.500",,"ea",,"Inventory","true","C","0","lbs","0","0","0","ft",,,,"false","false","false","false","Masterclock, Inc. // 0",,,
