"PartNumber","PartDescription","PartDetails","UOM","UPC","PartType","Active","ABCCode","Weight","WeightUOM","Width","Height","Length","SizeUOM","PrimaryTracking","AlertNote","PictureUrl","Tracks-Lot Number","Tracks-Revision Level","Tracks-Expiration Date","Tracks-Serial Number","CF-Custom1","CF-Custom2","CF-Custom3","CF-Custom4"
"XA-11135","Module RJ12 cat3 6-6 coupler straight",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","TE // 555050-1","Keystone",,
"AP-00355","NTDS46-26-3AL AC Red/Red/Red",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"BA-00075","1x10 R/A surface mount pin header",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Samtec // TSM-110-01-T-SH-A",,,
"AP-00365","NTDS46-26-3AL POE Blue/Red/Green",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"DL-00150","1.0"" 7 segment display CA - Red",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","SunLED // XDUR25A",,,
"DL-00151","1.0"" 7 segment display CA - Amber",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","SunLED // XDUY25A",,,
"WH-00211","50' RJ12 cable",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"UDC-RCU POE","RC500 POE Harris",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00210-2P","RC500 Base painted black Mini",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00358","NTDS46-26-3AL POE Red/Amber/Green",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"UDC-RCU AC","RC500 Harris (Black Case)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00157","Slim line AC Power board 12V",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00159","Slim line AC power board 9V",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-10161","6 Way bridging adapter, RJ12 (6X6)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xPC-00022","9V 15W Power supply - DO NOT REORDER",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","CFM1509S",,,
"xAC-00403","Slim line AC power board for 86 Blue",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00407","NTDS46 Blue display for NTDS46/26/3AL POE BLue/Red/Green",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"RA-00270","Resistor 5% // 27 ohm 1 Watt",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"BA-00041-T","2X5 2mm smt pin header PNP","Pick and place version of BA-00041
T&R package min. and multiple 125
Samtec // TMM-105-01-L-D-SM-P-TR","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Samtec // TMM-105-01-L-D-SM-P-",,,
"XA-10162","Modular TEE Adapter RJ12",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-05018","MCR5000 DS6 DS6 TCG TCR PPO",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"RS-70001","5.0 OHM 10W 1% WW AXIAL",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"RS-70002","5.0 OHM 7W 5% Wirewound",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CC-00200","820UF 35V ELECT FC RADIAL",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"PL-00012","US AC NEMA 5-15P to IEC 320-C5 Power cord","AC power cord with ""Mickey Mouse"" termination","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Phihong // AC30MNA","Qualtek // 350049-LD01",,
"xAP-00364P","RC500 PoE Power (Masterclock) SS",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00353-P","NTDS46-26-POE Red/Amber",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CC-00201","330UF 35V ELECT FC RADIAL",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00316","NTDS86-AC Blue",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"HS-70006","8mm spacer with adhesive base",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Richco // PSB-8M-01A2-RT",,,
"XA-10160","3 pin IEC-320-C6 AC inlet connector","small iec connector (mickey mouse)","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Multicomp // JR-307[PCA]",,,
"AE-00210-1MC","AE-00210-1 painted blk mini with white Masterclock Logo",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00210-1","RC500 CASE Stainless Steel Finish",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00023-H","CLKNTD12 Face with Harris Logo",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"WC-00031","CL2R 18/2 STRD Cable",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"HS-10010","Holder flat tie w/tape",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00202-2","TCDS 1"" Rack Lid",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00202-1","TCDS1"" Rack Mount Case rev 4",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00203-2","TCDS 1"" Desktop Lid -- do not reorder, re-engineering req'd",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00203-1","TCDS 1"" 9 Digit desktop Case",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00210-1H","AE-00210-1 painted blk mini with Harris Logo",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CM-10104","0.10uF 310VAC EMI Suppression","Vishay BC Components BFC233920104
6.0 x 12.0 x 12.5 PTH","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Vishay/BC comp // BFC233920104",,,
"BA-00074","2X3 0.1"" IDC socket",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"WH-00420","RJ-12 cable for tcds",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00233","NTD86 Amber",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-10140","black RJ-12 (CAT3) punch down terminals","cablesandkits.com // KEYTLS-RJ11-BK","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","cablesandkits.com // KEYTLS-RJ",,,
"xAC-00128-ILL","CLKTCD Illumination option",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"NS-00031","Weller Replacement Sponge, No Holes, 25/ Pack TC205",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00420","Harris TCDS26 RED (DTD-A19B2)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"WH-00210","Controller to Button/display interconnect RC500",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00191-5","DTD-A19B2  Harris TCDS26 Case","consist of AE-00191-1 mechanical // AW-00191-5 silk","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00203","TCDS 1"" desktop display case and lid rev 0",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00364A","RC500 AC Power (Masterclock) SS",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"NB-00065","RC500/RC600 Insert","1 pc. = 2 inserts
","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"NB-00064","RC500/RC600 Box",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"Time Code CD","Time Code CD",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AG-00210","Compressible foam for RC500 angled spacer","Cut from 3/8"" x 3/16"" vinyl foam weatherseal (Lowe's)","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Frost King Grey V443",,,
"xAC-00369","3AL alpha Green color option for POE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"BC-00366.20A","6ALPHA(R) Display Board/zilog",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-10041","BNC insert Keystone white",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"BF-00100","Aluminum extrusion for 1"" clock",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Custom Aluminum // ",,,
"BF-00200","TCDS19 front panel",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00406","TCDS26DF-DC Red",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00500","TCD86 CASE/PAINT & SCREEN black mini with Masterclock logo",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00501","TCD86 BACK  black mini & screen",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"ADC-A12C45","CLKTCD12 Imagine",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00220-I","CLKTCD12 Imagine",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00239","CLKNTD12DF-POE-24HF",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00264","NTDS24 DC Blue - REPLACE w/Kinetis for DC",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-11134","BNC Female to Female coupler insert",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"LS-00007","Speaker, PTH, 3-24Vdc, 15mA, 95dB, 3800+/- 500 Hz","Mallory Sonalert #PK-20A38PQ","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Mallory Sonalert #PK-20A38PQ",,,
"AS-00200","Software CD - Harris - Clock Products","This CD-R includes product information for Harris Corporation (i.e. Operator's Handbook and Software).
Harris PN: P335-0009","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xPS-00024","35W Single ouput switching power supply - DO NOT REORDER",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00210-3","15 deg. angled spacer for RC500",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00016-1","NTD46 Back","Symmetricom back black wrinkle with symmetricom ND4 silk","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00350","NTDS46-DF POE Blue",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"IM-00086","IC AUDIO DIFF LINE DRIVER 8-DIP",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-05017","MCR5000 DS6 DS6 GPS HSO-1 10MHz Output",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"PKG-3","150'/45m - ½""1.3cm coax   - SMA-F connectors - substitute for 50'/15m cable in stnd package",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"NL-00205","2.83"" X 5 1/2"" Permanent adhesive lables for analog time code",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00405","TCDS26 AC Amber",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00051-PNT","AE-00051 paint only (black wrinkle)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"WC-00030","CMR 18/2 STR BLK",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-11133","CONN TERM PIN 2MM CRIMP TIN","Use with XA-11132","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00404","TCDS26 AC Green",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAP-00255","CLKNTD30 AC Black",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"BC-00365.10A","RC500 Display Board - DO NOT REORDER - OBSOLETE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00364A","AC power option for RC500 controller",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00364P","POE option for RC500 controller",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00364R","RF option for RC500 controller",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-11132","CONN RECEPTACLE 2POS VERT NATURL","Use with XA-11133","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-11131","CONN TERM SOCKET 2MM CRIMP TIN","Use with XA-11130","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"XA-11130","CONN PLUG 2POS VERT NATURAL","Use with XA-11131","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"BC-00350.10C","MCRPCI-E blank pcb - DO NOT REORDER PENDING ENGINEERING CHANGE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-3 White","30 in analog spinning White",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-1 White","30 in analog back cover White",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-3 Black","30 in analog spinning Black",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-1 Black","30 in analog back cover Black",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-3 Galv","30 in analog spinning Galv",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-1 Galv","30 in analog clock bacover Galv",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-3","30 in analog spinning SS",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00130-1","30 in analog back cover SS",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00170-2","CRL1000 Lid",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00170-1","CLR1000 case",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00180-1","ntds46/26 Stainless Steel Case Rev 3",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00166-Brown","15 inch analog clock spinning Brown rev 0",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00180-2","ntds46/26 Stainless Steel  lid rev 3 - rev 5 available",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CSM740I","Intelligent Feeder 8mm with tape reel holder 7""",,"ea",,"Capital Equipment","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CSM741I","Intelligent Feeder 12mm with tape reel holder 7""",,"ea",,"Capital Equipment","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"SM-00023","Push button switch SM-00011, SM-00012 assembled",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CSM985","Tape strip feeder bar",,"ea",,"Capital Equipment","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CC-00117","100uF 16V +/-10% tantalum 6032",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Kemet // T491C107K016ZT",,,
"DL-00138","2mm Flat Top - Green","SunLED #XLUG13D","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","SunLED #XLUG13D",,,
"RS-61910","191 Ohm 1% 0805 chip resistor",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Rohm // MCR10EZHF1910",,,
"PB-00100","14.8 Volt Li-ion Laptop Battery (4400 mAh)  Mfg Part# LGT210",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","LGT210",,,
"ET-00061","N-channel logic level gate MOSFET 20V 2A SOT-23",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Diodes Inc. // DMN2230U-7",,,
"HF-00006","Rivet feet 14.22mm dia x 5.59mm h","FF series","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Richco // FF-003-P3X5.5B",,,
"CC-00116","47uF 6.3V Y5V 1210",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Taiyo Yuden // JMK325F476ZN-T",,,
"LC-00049","Ferrite chip 1K @ 100MHz 350mOhm 600mA 0603",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Murata // BLM18HE102SN1D",,,
"ET-00060","NPN small signal transistor SOT-23",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Diodes, Inc. // MMBT3904-7-F",,,
"ET-00059","20V 8A P channel MOSFET SOIC-8",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Fairchild Semi // FDS6375",,,
"LC-00048","4.7uH 650mA +/-10% 1812 270mOhm LOW ESR",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","TDK // NLC453232T-4R7K-PF",,,
"CC-00115","10uF 10V X5R 20% 1210 low esr","Taiyo Yuden // LMK325BJ106MD-T","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Taiyo Yuden // LMK325BJ106MD-T",,,
"SM-00022","Momentary push button with yellow LED","yellow led lighted push button
L-MH1PNY3XXR
small cap","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Well Buying // L-MH1PNY3XXR",,,
"Installshield 2011 Pro Windows Upgd","Instalshield 2011 Pro Windows Upgd & IS PRo Silver Mtn.",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"IM-00085","OXPCIE952 PCIe dual serial uart FBGA120","OXPCIE952-FBAG","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","PLX // OXPCIE952-FBAG",,,
"Timekron Proximity Cards","Timekron Proximity Cards",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"NI-10013","Hakko T18-SB Soldering Tip",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"LM-00101","RC500 Lens - Grey","Grey 2064  3.5x1.0","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"SM-00021","Momentary push button with red LED","red led lighted push button
L-MH1PNR3XXR
smaller cap than SM-00020","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Well Buying // L-MH1PNR3XXR",,,
"HS-60005","Spacer // Round Nylon, #6, .375",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Eagle Plastic Dev.// K6.375",,,
"NI-10012","Hakko T18-I  Soldering Tip",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"NI-10011","Hakko FX888-RC/P Soldering Station",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Hakko // FX888-RC/P",,,
"HS-90002","0.750"" #4-40 hinged standoff",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Keystone // 351",,,
"xAC-00365","RC500/RC600 button/display section",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xPC-00020","5V 5W AC-DC VOFM - DO NOT REORDER",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","CUI // VOFM-5-5",,,
"AE-00125","Single face slim line ceiling bracket BRS-C",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"xAC-00364","RC500 controller section base build",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"HS-90001","1.250"" #4-40 hinged standoff",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Keystone // 330",,,
"ENGP-00107","HWR Series 916MHz 1/2 wave antenna",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"15 drawer Akrop-Mills Steel frame parts cabinet","15 drawer Akrop-Mills Steel frame parts cabinet",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"ENGP-00108","Texas Instruments 802.15.4 Modules & Dev. Tools CC1101",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"ENGP-00109","Texas Instruments 802.15.4 Modules & Dev. Tools CC1101 Dev. Kit",,"ea",,"Non-Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"CC-00113","8.2pF, +-.25pF, 50V, NP0, 0402","GRM1555C1H8R2CZ01D","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Murata GRM1555C1H8R2CZ01D",,,
"CC-00114","5.6pF, +-.25pF, 50V, NP0, 0402","GRM1555C1H5R6CZ01D","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Murata GRM1555C1H5R6CZ01D",,,
"LC-00047","22nH, 5%, 0402, wire-wound","LQW15AN22NJ00D","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Murata LQW15AN22NJ00D",,,
"NA-00013","Anti-Static Polybag 24'X30""",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AP-00338","NTDS46 AC Red",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"LX-00039","7.3728MHz +/-50PPM 18pF DFN-4","Abracon ABMM-7.3728MHZ-B2-T","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","Abracon // ABMM-7.3728MHZ-B2-T",,,
"IT-00020","Single tri-state noninverting buffer sot-23-5","On Semi M74VHC1GT125DT1G
Digikey M74VHC1GT125DT1GOSTR-ND
T&R","ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false","On Semi // M74VHC1GT125DT1G",,,
"AC-00575","*TCDS16 / *NTDS16 Display - GREEN",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00574","*TCDS16 / *NTDS16 Display - RED Ver: 1.1.A",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00577","*TCDS16 / *NTDS16 Display - BLUE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00576","*TCDS16 / *NTDS16 Display - AMBER",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00579","*TCDS19 / *NTDS19 Display - GREEN",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00578","*TCDS19 / *NTDS19 Display - RED",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00581","*TCDS19 / *NTDS19 Display - BLUE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00580","*TCDS19 / *NTDS19 Display - AMBER",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AE-00180-9","4626 filler panel expanded PVC  - new kinetis version available from engineering",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00582","NTDS44 v2.0 base & drivers",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00583","NTDS44 v2.0 POE RED",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00584","NTDS44 v2.0 POE AMBER",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00585","NTDS44 v2.0 POE GREEN/WHITE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00586","NTDS44 v2.0 POE BLUE",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00587","NTDS44 v2.0 RED LED & current set",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00588","NTDS44 v2.0 AMBER LED & current set",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00589","NTDS44 v2.0 GREEN LED & current set",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00590","NTDS44 v2.0 BLUE LED & current set",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00591","*NTDS44 v2.0 Display (POE RED)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
"AC-00592","*NTDS44 v2.0 Display (POE AMBER)",,"ea",,"Inventory","true","N","0","lbs","0","0","0","ft",,,,"false","false","false","false",,,,
